Brand,Model,Model_year,Milage,Fuel_type,Engine,Transmission,Ext_col,Int_col,Accident,Clean_title,Price
Dodge,XTS Luxury,2019,18069,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,21000
Dodge,GL-Class GL 550 4MATIC,2016,18051,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,35300
Dodge,X1 sDrive28i,2022,18031,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,35750
Dodge,F-250 Platinum,2021,18000,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Antimatter Blue Metallic,Black,None reported,,69998
Dodge,Seltos S,2023,18000,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32500
Dodge,ProMaster 2500 High Roof,2019,18000,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,33500
Dodge,M760 M760i xDrive,2020,18000,Gasoline,6.6 Liter Twin Turbo,Automatic,White,Black,None reported,,80998
Dodge,E-Class E 400,2015,18000,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,29000
Dodge,XTS Luxury,2016,18000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,14599
Dodge,Q50 Premium,2014,18000,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,19990
Dodge,Touareg V6 Executive,2017,18000,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,28890
Dodge,Suburban 1500 LTZ,2011,18000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,9950
Dodge,Tundra SR5,2021,18000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,None reported,Yes,44750
Dodge,S4 4.2 quattro,2004,179700,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,16000
Dodge,M5 Competition,2020,179400,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,71950
Chrysler,Model Y Performance,2022,179200,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,47800
Chrysler,Insight EX,2020,179000,Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,20499
Chrysler,Cayman S,2006,179000,Gasoline,3.4L H6 24V MPFI DOHC,5-Speed Automatic,Black,Black / Stone Grey,None reported,Yes,36250
Chrysler,300 Touring,2021,178416,Gasoline,3.6 Liter,Automatic,Silver Mist,Black,None reported,,27798
Chrysler,M8 Competition,2022,178000,Gasoline,4.4 Liter Twin Turbo,Automatic,–,Sakhir Orange/Black,None reported,,114998
Chrysler,911 Carrera S,2010,178000,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,71400
Chrysler,XC70 3.2,2008,178000,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,,,11400
Chrysler,F-150 XL,2016,177702,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,22000
Chrysler,Rover Defender X-Dynamic SE,2023,177700,Hybrid,3.0 Liter,Automatic,Fuji White,Black,None reported,,81998
Chrysler,911 R,2016,177600,Gasoline,4.0L H6 24V GDI DOHC,6-Speed Manual,White,Black / Brown,None reported,Yes,489000
Chrysler,Frontier SL,2011,177000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,17000
Chrysler,M5 Base,2023,177000,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,,109900
Chrysler,Sierra 3500 SLE,2002,176691,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,5000
Chrysler,CLS-Class CLS500,2006,176261,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,,,16750
Chrysler,Quattroporte Base,2006,175722,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,16500
Chrysler,S5 3.0T Premium Plus,2014,175000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,,,25990
Chrysler,Tundra SR,2018,175000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,38000
Chrysler,Wrangler Unlimited Freedom Edition,2013,175000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,35000
Chrysler,EV6 GT-Line,2022,174678,,320.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,47500
Chrysler,Transit Connect XLT,2010,174000,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,10900
Chrysler,ATS 2.5L,2013,173456,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12995
Chrysler,Wagoneer Series III,2022,173452,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,69685
Chrysler,435 Gran Coupe i,2015,172600,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,24995
Chrysler,E-Class 400E,1993,172024,–,–,4-Speed A/T,White,Gray,None reported,Yes,15300
Chrysler,911 Carrera,2020,171750,Gasoline,3.0 Liter,Automatic,Blue,–,None reported,,114998
Chrysler,Armada Platinum,2018,171079,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,37000
Chevrolet,RS 7 4.0T,2022,171000,Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Black,None reported,Yes,162500
Chrysler,Lucerne CXL,2006,171000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,5000
Chrysler,MKX Reserve,2016,171000,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,18500
Chevrolet,335 i,2010,170552,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,13000
Chevrolet,IS-F Base,2010,170443,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,44800
Chevrolet,Boxster Base,2010,170000,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,20900
Chevrolet,4Runner Trail,2016,170000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,27750
Chevrolet,Kona EV SEL,2019,170000,,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,18200
Chevrolet,Rover Range Rover Evoque SE,2016,170000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,18750
Chevrolet,E350 Super Duty XLT,2012,170000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,19550
Chevrolet,SL-Class SL500 Roadster,2004,170000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,24900
Chevrolet,Compass Trailhawk,2018,170000,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,22000
Chevrolet,S-Class S 560 4MATIC,2018,170000,Gasoline,4.0 Liter,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,None reported,,40998
Chevrolet,G-Class G 550 4MATIC,2021,170000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,135800
Chevrolet,Model X P90D,2016,170000,,691.0HP Electric Motor Electric Fuel System,A/T,Silver,White,None reported,Yes,39500
Chevrolet,Niro EX,2023,17994,Hybrid,1.6L I4 16V GDI DOHC Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,,31113
Chevrolet,S-Class S 63 AMG,2015,17945,Gasoline,5.5 Liter,Automatic,Black,Black,At least 1 accident or damage reported,,59598
Chevrolet,Escape SE,2015,17941,Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,16250
Chevrolet,Camaro 2LT,2010,17900,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,17000
Chevrolet,MX-5 Miata Grand Touring,2012,17900,Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,At least 1 accident or damage reported,Yes,20199
Chevrolet,Metris Base,2018,17850,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,29497
Chevrolet,Camry SE,2011,17836,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,7700
Chevrolet,XC90 T6 Momentum,2018,17761,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Amber,None reported,,25999
Chevrolet,S-Class S 560,2019,17710,Gasoline,4.0 Liter,Automatic,designo Diamond White,Black,None reported,,49998
Chevrolet,Silverado 1500 LT Crew Cab,2006,17570,Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,6995
Chevrolet,Matrix XRS,2003,17500,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,4199
Chevrolet,1500 Limited,2021,17500,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,54800
Chevrolet,AMG E 53 Base 4MATIC,2022,17500,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Silver,Black,None reported,Yes,81500
Chevrolet,A5 2.0T Premium,2018,17500,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,28000
Chevrolet,Navigator Reserve,2019,17500,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Beige,Beige,None reported,Yes,52999
Chevrolet,A6 3.2 quattro,2008,17500,Gasoline,255.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,5700
Chevrolet,C-Class C 300 4MATIC,2019,17467,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,33500
Chevrolet,Versa 1.8 S,2011,17451,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,4500
Chevrolet,i3 Base w/Range Extender,2014,17381,,170.0HP 0.65L Electric Motor Electric Fuel System,1-Speed A/T,Black,Gray,None reported,Yes,12800
Chevrolet,Terrain SLT-1,2015,17377,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,9500
Chevrolet,TLX V6 Advance,2019,17340,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Platinum White Pearl,Ebony,At least 1 accident or damage reported,,30999
Chevrolet,F-PACE 25t Premium,2019,17300,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,34500
Chevrolet,750 i xDrive,2019,17300,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,44495
Chevrolet,Ghibli S Q4,2014,17175,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,19000
Chevrolet,RS 5 4.2,2013,17000,Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,35999
Chevrolet,Grand Cherokee L Overland,2022,17000,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Silver Zynith,Global Black,At least 1 accident or damage reported,Yes,48995
Chevrolet,MX-5 Miata Base,1992,17000,–,–,5-Speed M/T,Red,Black,None reported,Yes,11500
Chevrolet,Crossfire Limited,2005,17000,Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,6000
Chevrolet,S5 4.2 Premium Plus,2011,17000,Gasoline,354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,9900
Chevrolet,Model X Base,2023,17000,,670.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,85000
Chevrolet,CT4 Luxury,2020,17000,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,28500
Chevrolet,Grand Cherokee Laredo,2013,169900,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,13500
Chevrolet,Sonic LT,2013,169802,–,–,A/T,Gray,Black,None reported,Yes,7500
Chevrolet,Challenger R/T,2010,169613,–,–,A/T,Black,Black,None reported,Yes,17500
Chevrolet,1500 SLT,2018,169500,E85 Flex Fuel,305.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Black,Gray,None reported,Yes,32000
Chevrolet,Rover Range Rover Sport Supercharged,2013,169000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,26000
Chevrolet,S-Class S 560 4MATIC,2020,169000,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,69500
Chevrolet,Bronco Wildtrak Advanced,2023,169000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,66500
Chevrolet,G70 2.0T,2023,168600,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,40750
Chevrolet,370Z Touring,2009,168422,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Orange,None reported,Yes,21500
Chevrolet,Sorento EX,2016,168000,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Snow White Pearl,Satin Black,None reported,,16999
Chevrolet,F-250 XLT,2010,167506,Diesel,6.4L V8 32V DDI OHV Twin Turbo Diesel,6-Speed Manual,Tan,Medium Stone,None reported,Yes,26095
Chevrolet,Genesis Coupe 3.8 R-Spec,2014,167500,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,15000
Chevrolet,Boxster RS 60 Spyder,2008,167500,Gasoline,303.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,41500
Chevrolet,RS 3 2.5T,2023,167300,Gasoline,401.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,78900
Chevrolet,Civic Si,2012,167000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,19600
Chevrolet,RX 450h Base,2017,167000,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,31990
Chevrolet,1500 Classic Warlock,2019,167000,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,None reported,Yes,31953
Chevrolet,Model Y Long Range,2023,167000,,425.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,48000
Chevrolet,Town Car Base,2004,166549,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,White,None reported,Yes,14900
Chevrolet,RX 450h F SPORT Handling,2021,166200,Hybrid,3.5 Liter DOHC,Variable,Beige,Red,None reported,,52998
Chevrolet,Rover Range Rover Sport SVR,2018,166000,Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,White,None reported,Yes,59000
Chevrolet,Optima LX,2019,165520,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,16500
Chevrolet,Mazda6 i Grand Touring,2016,165454,–,–,A/T,White,White,None reported,Yes,17800
Chevrolet,Quattroporte Sport GT,2007,165000,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,7999
Chevrolet,Viper GTC,2017,165000,Gasoline,645.0HP 8.4L 10 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,489995
Chevrolet,Expedition Limited,2021,165000,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Magnetic Metallic,Ebony,None reported,,55329
Chevrolet,Silverado 3500 High Country,2015,164500,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Brown,None reported,Yes,54000
Chevrolet,Rover Range Rover P400 SE SWB,2023,164000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,White,None reported,Yes,133500
Chevrolet,GS 350 F Sport,2020,163500,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Ultra White,Black,None reported,,45950
Chevrolet,X6 xDrive40i,2022,163500,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Orange,None reported,Yes,69000
Chevrolet,Telluride S,2020,163019,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Sangria Red,Black,None reported,,32913
Chevrolet,Armada Platinum,2018,163000,Gasoline,5.6 Liter,Automatic,White,Charcoal,At least 1 accident or damage reported,,26498
Chevrolet,Rover Discovery HSE,2020,163000,Diesel,3.0 Liter,Automatic,Portofino Blue Metallic,Tan/Ebony/Ebony,None reported,,46598
Chevrolet,S8 4.0T quattro,2023,162750,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Mythos Black Metallic,Black,None reported,,107900
Chevrolet,Tundra Hybrid Limited,2023,162731,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Midnight Black Metallic,Black,None reported,,63100
Chevrolet,Telluride EX,2022,162671,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,,43329
Chevrolet,Tahoe LT,2017,162482,E85 Flex Fuel,5.3 Liter,Automatic,Silver,Jet Black,At least 1 accident or damage reported,,39998
Chevrolet,E-Class E 300 4MATIC,2017,162100,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Beige,None reported,Yes,28500
Chevrolet,Tacoma Double Cab,2007,162000,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Silver,,,33580
Chevrolet,Yukon Denali Ultimate,2023,162000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Gold,None reported,Yes,93999
Chevrolet,Shelby GT350R Base,2018,162000,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,M/T,Blue,Black,At least 1 accident or damage reported,Yes,77999
Chevrolet,Escalade Premium Luxury Platinum,2021,162000,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Sandstone Metallic,Dark Auburn,None reported,Yes,79990
Chevrolet,LaCrosse Base,2017,162000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,20000
Chevrolet,Model X Long Range Plus,2020,162000,,534.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,65990
Chevrolet,Gladiator Freedom,2021,161933,Gasoline,3.6 Liter,Automatic,Hydro Blue Pearlcoat,Black,None reported,,39998
Chevrolet,Camaro 1LT,2021,161900,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,30000
Chevrolet,718 Spyder Base,2020,161894,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,129900
Chevrolet,RX 350 F Sport,2023,161000,Gasoline,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Ultra White,Black,None reported,,59950
Chevrolet,Rover Range Rover Evoque S,2020,161000,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,31000
Chevrolet,Suburban LT,2019,161000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,39000
Chevrolet,Fusion Hybrid SE,2013,160900,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,Blue,Charcoal Black,None reported,Yes,7945
Chevrolet,Santa Cruz 2.5T Limited,2022,160900,Gasoline,2.5L I4 16V PDI DOHC Turbo,Automatic,Hampton Gray,Black,None reported,,34580
Chevrolet,Camaro 2SS,2016,160490,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,21500
Chevrolet,750 i xDrive,2019,160265,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,At least 1 accident or damage reported,Yes,45999
Chevrolet,RX 350 RX 350 F SPORT Handling,2022,160249,Gasoline,3.5 Liter DOHC,Automatic,Black,Red,None reported,,54998
Chevrolet,718 Boxster S,2017,160000,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,62500
Chevrolet,R8 5.2,2014,160000,Gasoline,525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,117000
Chevrolet,MKZ Base,2016,160000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,16750
Chevrolet,S-10 LS Crew Cab,2001,160000,Gasoline,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,7000
Chevrolet,G-Class G 550 4MATIC,2021,160000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,130000
Chevrolet,Wrangler Sahara,2020,16983,Gasoline,3.6 Liter,Automatic,Black,Black,None reported,,38598
Chevrolet,F-TYPE V6 S,2014,16975,Gasoline,3.0 Liter SC ULEV,Automatic,Black,Black,None reported,,32998
Chevrolet,RX 450h Base,2012,16949,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,7000
Chevrolet,Transit-350 XLT,2019,16919,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,39000
Chevrolet,Camry Hybrid LE,2022,16900,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Gray,None reported,Yes,29900
Chevrolet,Camaro 1SS,2022,16878,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,46000
Chevrolet,CTS Luxury,2012,16876,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,10000
Chevrolet,Lancer Evolution IX,2006,16850,Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,None reported,Yes,57000
Chevrolet,TL Technology,2013,16850,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,None reported,Yes,24000
Chevrolet,R8 5.2 V10 performance,2020,16813,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,None reported,,187900
Chevrolet,1500 Big Horn,2022,16800,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,Yes,45861
Chevrolet,G-Class G 550,2020,16754,Gasoline,4.0 Liter Twin Turbo,Automatic,designo Diamond White Metallic,Black,None reported,,142998
Chevrolet,718 Boxster GTS,2019,16744,Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,99750
Chevrolet,ES 350 Base,2016,16741,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,25995
Chevrolet,Escape XLT,2012,16701,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Black,None reported,Yes,4500
Chevrolet,SL-Class SL 550,2011,16700,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,White,At least 1 accident or damage reported,Yes,30999
Chevrolet,Rover Range Rover P525 HSE SWB,2020,16700,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,64500
Chevrolet,C40 Recharge Pure Electric Twin Ultimate,2023,16648,,402.0HP Electric Motor Electric Fuel System,A/T,Gray,Blue,None reported,Yes,54900
Chevrolet,Model Y Performance,2020,16616,,Electric,1-Speed Automatic,Blue,Black,None reported,,41999
Chevrolet,M8 Base,2020,16554,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Brands Hatch Gray Metallic,Black,None reported,,84900
